_id,AC No,AC Name,Sl no,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Vote Share (%)
275,22,BULDHANA,13,MOHAMMAD ANSAR MOHAMMAD ALTAF,Independent,740,1,741,0.38
276,22,BULDHANA,14,NOTA,None of the Above,1336,18,1354,0.7
277,23,CHIKHLI,1,GANESH ALIAS BANDU SHRIRAM BARBADE,Maharashtra Navnirman sena,1312,11,1323,0.59
278,23,CHIKHLI,2,RAHUL SIDDHAVINAYAK BONDRE,Indian National Congress,104521,1490,106011,47.45
279,23,CHIKHLI,3,ADV SHANKAR SHESHRAO CHAVAN,Bahujan Samaj Party,965,12,977,0.44
280,23,CHIKHLI,4,SHWETA VIDYADHAR MAHALE,Bharatiya Janata Party,107703,1509,109212,48.88
281,23,CHIKHLI,5,KHALID AHAMAD KHAN TALIB KHAN,Janata Dal  (Secular),557,3,560,0.25
282,23,CHIKHLI,6,MACCHINDRA SHESHRAO MAGHADE,Socialist Party (India),116,1,117,0.05
283,23,CHIKHLI,7,RENUKA VINOD GAWAI,Bahujan Republican  Socialist Party,78,2,80,0.04
284,23,CHIKHLI,8,VIJAYKANT SANDU GAWAI,Republican Sena,133,0,133,0.06
285,23,CHIKHLI,9,SIDDHANT ASHOKRAO WANKHEDE,Aazad Samaj Party (Kanshi Ram),120,2,122,0.05
286,23,CHIKHLI,10,SIDDHESWAR BHAGWAN PARIHAR,Vanchit Bahujan  Aaghadi,1273,35,1308,0.59
287,23,CHIKHLI,11,AVINASH NIMBAJI GAWAI,Independent,118,0,118,0.05
288,23,CHIKHLI,12,NASIR IBRAHIM SAIYYED,Independent,118,0,118,0.05
289,23,CHIKHLI,13,PRASHANT PURUSHOTTAM DHORE,Independent,380,5,385,0.17
290,23,CHIKHLI,14,BONDRE RAHUL J.,Independent,262,2,264,0.12
291,23,CHIKHLI,15,DR MOBIN KHAN AYYUB KHAN,Independent,406,8,414,0.19
292,23,CHIKHLI,16,MOHAMMAD RAEES USMAN MOHAMMAD IDRIS,Independent,263,2,265,0.12
293,23,CHIKHLI,17,RAJNI ASHOK HIWALE,Independent,114,15,129,0.06
294,23,CHIKHLI,18,RAHUL PARLHAD BORDE,Independent,576,0,576,0.26
295,23,CHIKHLI,19,VIJAY MAROTI PAWAR,Independent,110,1,111,0.05
296,23,CHIKHLI,20,SHARAD DIGAMBAR CHEKE-PATIL,Independent,532,0,532,0.24
297,23,CHIKHLI,21,SHAIKH MUNAWWAR SHAIKH IBRAHIM,Independent,95,1,96,0.04
298,23,CHIKHLI,22,SK SAYEED SK MUSHTAQE,Independent,80,0,80,0.04
299,23,CHIKHLI,23,SATISH JIVAN PANDAGALE,Independent,42,1,43,0.02
300,23,CHIKHLI,24,SANTOSH RAMESH UBALE,Independent,128,1,129,0.06
301,23,CHIKHLI,25,NOTA,None of the Above,321,10,331,0.15
302,24,SINDKHED RAJA,1,KAYANDE MANOJ DEVANAND,Nationalist Congress Party,72246,1167,73413,31.85
303,24,SINDKHED RAJA,2,KHEDEKAR DR SHASHIKANT NARSINGRAO,Shiv Sena,59847,788,60635,26.31
304,24,SINDKHED RAJA,3,DR RAJENDRA BHASKARRAO SHINGNE,Nationalist Congress Party- Sharadchandra Pawar,67294,1469,68763,29.84
305,24,SINDKHED RAJA,4,DATTATRAYA DAGDU KAKDE,Swatantra Bharat Paksha,2502,7,2509,1.09
306,24,SINDKHED RAJA,5,PRINC DATTU RAMBHAU CHAVAN,Rashtriya Samaj Paksha,3523,12,3535,1.53
307,24,SINDKHED RAJA,6,SAVITA SHIVAJI MUNDHE,Vanchit Bahujan  Aaghadi,16474,184,16658,7.23
308,24,SINDKHED RAJA,7,DR SURESH EKNATH GHUMATKAR,Janhit Lokshahi Party,368,2,370,0.16
309,24,SINDKHED RAJA,8,ABDUL HAFEEZ ABDUL AZIZ,Independent,113,1,114,0.05
310,24,SINDKHED RAJA,9,QURESHI JUNED RAUF SHAIKH,Independent,287,1,288,0.12
311,24,SINDKHED RAJA,10,GAYATRI GANESH SHINGNE,Independent,550,8,558,0.24
312,24,SINDKHED RAJA,11,BABASAHEB BANSI MHASKE,Independent,137,7,144,0.06
313,24,SINDKHED RAJA,12,BHAGWAT DEVIDAS RATHOD,Independent,194,5,199,0.09
314,24,SINDKHED RAJA,13,RAMDAS MANSING KAHALE,Independent,328,4,332,0.14
315,24,SINDKHED RAJA,14,VIJAY PANDHARINATH GAWAI,Independent,582,1,583,0.25
316,24,SINDKHED RAJA,15,SUDHAKAR BABAN KALE,Independent,284,2,286,0.12
317,24,SINDKHED RAJA,16,SUNIL PATINGRAO JADHAV,Independent,703,0,703,0.31
318,24,SINDKHED RAJA,17,ADV SAYYED MUBEEN SAYYED NAEEM,Independent,638,1,639,0.28
319,24,SINDKHED RAJA,18,NOTA,None of the Above,735,7,742,0.32
320,25,MEHKAR,1,KHARAT SIDDHARTH RAMBHAU,Shiv Sena (Uddhav Balasaheb Thackeray),102944,1298,104242,48.68
321,25,MEHKAR,2,BHAIYYASAHEB GOVINDRAV PATIL,Maharashtra Navnirman sena,1191,11,1202,0.56
322,25,MEHKAR,3,SANJAY BHASKAR RAYMULKAR,Shiv Sena,97725,1698,99423,46.43
323,25,MEHKAR,4,SANJAY SAMADHAN KALASKAR,Bahujan Samaj Party,734,5,739,0.35
324,25,MEHKAR,5,DR RUTUJA RUSHANK CHAVAN,Vanchit Bahujan  Aaghadi,2007,47,2054,0.96
325,25,MEHKAR,6,DIPAK KEDAR,Maharashtra Swarajya party,414,4,418,0.2
326,25,MEHKAR,7,NITIN BALMAHENDRA SADAVARTE,Jai Sewalal Bahujan Vikas Party,109,3,112,0.05
327,25,MEHKAR,8,SANGHPAL KACHRU PANAD,Republican Sena,291,2,293,0.14
328,25,MEHKAR,9,SANDIP SHAMRAO KHILLARE,Aazad Samaj Party (Kanshi Ram),129,0,129,0.06
329,25,MEHKAR,10,ASHOK WAMAN HIWALE,Independent,357,3,360,0.17
330,25,MEHKAR,11,ADV OM SHRIRAM BHALERAO,Independent,205,7,212,0.1
331,25,MEHKAR,12,KHARAT SIDDHARTH PRALHAD,Independent,278,8,286,0.13
332,25,MEHKAR,13,DR JITESH VASANT SALWE,Independent,178,5,183,0.09
333,25,MEHKAR,14,DEVIDAS PIRAJI SARKATE,Independent,469,0,469,0.22
334,25,MEHKAR,15,PUNAM VIJAY RATHOD,Independent,359,4,363,0.17
335,25,MEHKAR,16,PROF.BHASKAR GOVINDA INGLE,Independent,1330,1,1331,0.62
336,25,MEHKAR,17,MAHIPAT PUNJAJI VANI,Independent,1162,2,1164,0.54
337,25,MEHKAR,18,RAJESH ASHOKRAV GAWAI,Independent,161,3,164,0.08
338,25,MEHKAR,19,DR SANTOSH CHANDRABHAN TAYADE,Independent,517,0,517,0.24
339,25,MEHKAR,20,NOTA,None of the Above,456,11,467,0.22
340,26,KHAMGAON,1,ASHWINI VIJAY WAGHMARE,Bahujan Samaj Party,648,6,654,0.29
341,26,KHAMGAON,2,AKASH PANDURANG FUNDKAR,Bharatiya Janata Party,109761,838,110599,48.4
342,26,KHAMGAON,3,RANA DILIPKUMAR GOKULCHAND SANANDA,Indian National Congress,84215,907,85122,37.25
343,26,KHAMGAON,4,DEORAO BHAURAO HIVRALE,Vanchit Bahujan  Aaghadi,26349,133,26482,11.59
344,26,KHAMGAON,5,PAVAN KESHAV JAIN WASHIMKAR,Jantantrik Samta Party,255,2,257,0.11
345,26,KHAMGAON,6,BHIMRAO HARISHCHANDRA GAWAI,Republican Sena,171,0,171,0.07
346,26,KHAMGAON,7,MOHAMMAD ARIF ABDUL LATIF,All India Majlis-E-Inquilab-E-Millat,218,0,218,0.1
347,26,KHAMGAON,8,MOHAMAD HASAN INAMDAR,Minorities Democratic Party,279,1,280,0.12
348,26,KHAMGAON,9,SHAIKH RASHID SHAIKH KALU,Indian National League,425,2,427,0.19
349,26,KHAMGAON,10,UDDHAO ONKAR ATOLE,Independent,109,0,109,0.05
350,26,KHAMGAON,11,NIKHIL MOHANDAS THADE,Independent,63,1,64,0.03
351,26,KHAMGAON,12,PRAKASH WASUDEV LOKHANDE,Independent,134,3,137,0.06
352,26,KHAMGAON,13,MOHAMMAD FARUKH ABDUL WAHAB,Independent,507,1,508,0.22
353,26,KHAMGAON,14,RAMESH KESHAVRAO KHIRADKAR,Independent,374,1,375,0.16
354,26,KHAMGAON,15,VIJAY VISHRAM INGLE,Independent,381,1,382,0.17
355,26,KHAMGAON,16,SHUDHODHAN BHARAT SALWE,Independent,425,1,426,0.19
356,26,KHAMGAON,17,SHAIKH FARUKH SHAIKH BISMILLAH,Independent,281,0,281,0.12
357,26,KHAMGAON,18,SHYAM BANSILAL SHARMA,Independent,891,0,891,0.39
358,26,KHAMGAON,19,NOTA,None of the Above,1121,15,1136,0.5
359,27,JALGAON (JAMOD),1,KUTE SANJAY SHRIRAM,Bharatiya Janata Party,106386,932,107318,47.19
360,27,JALGAON (JAMOD),2,GAJANAN SUKHDEO SHEGOKAR,Bahujan Samaj Party,793,7,800,0.35
361,27,JALGAON (JAMOD),3,DR  SWATI SANDIP WAKEKAR,Indian National Congress,87590,957,88547,38.94
362,27,JALGAON (JAMOD),4,DR PRAVEEN JANARDHAN PATIL,Vanchit Bahujan  Aaghadi,17515,133,17648,7.76
363,27,JALGAON (JAMOD),5,PRASHANT KASHIRAM DIKKAR,Maharashtra Swarajya party,9948,35,9983,4.39
364,27,JALGAON (JAMOD),6,AZHARULLAH KHAN AMANULLAH KHAN,Independent,563,1,564,0.25
365,27,JALGAON (JAMOD),7,AFSAR KHAN SHABBIR KHAN,Independent,458,1,459,0.2
366,27,JALGAON (JAMOD),8,PRAKASH VITTHAL BHISE,Independent,453,1,454,0.2
367,27,JALGAON (JAMOD),9,SUJIT SHRIKRUSHNA BANGAR,Independent,316,1,317,0.14
368,27,JALGAON (JAMOD),10,NOTA,None of the Above,1304,15,1319,0.58
369,28,AKOT,1,GANGANE MAHESH SUDHAKARRAO,Indian National Congress,73544,943,74487,34.72
370,28,AKOT,2,PRAKASH GUNWANT BHARSAKLE,Bharatiya Janata Party,92504,834,93338,43.51
371,28,AKOT,3,ADV SUJATA VIDHYASAGAR WANKHADE,Bahujan Samaj Party,471,8,479,0.22
372,28,AKOT,4,CAPT. SUNIL DOBALE,Maharashtra Navnirman sena,770,22,792,0.37
373,28,AKOT,5,DEEPAK RAMDAS BODKHE,Vanchit Bahujan  Aaghadi,33774,361,34135,15.91
374,28,AKOT,6,LALIT SUDHAKARRAO BAHALE,Swatantra Bharat Paksha,5900,55,5955,2.78
375,28,AKOT,7,ANSARULLHA KHAN ATAULLHA KHAN,Independent,619,7,626,0.29
376,28,AKOT,8,GOPAL JIVANRAO DESHMUKH,Independent,176,1,177,0.08
377,28,AKOT,9,NITIN MANOHAR WALSINGE,Independent,186,1,187,0.09
378,28,AKOT,10,RAMPRABHU GAJANAN TARALE,Independent,2356,25,2381,1.11
379,28,AKOT,11,LAXMIKANT GAJANAN KAUTHAKAR,Independent,815,10,825,0.38
380,28,AKOT,12,NOTA,None of the Above,1137,24,1161,0.54
381,29,BALAPUR,1,NITIN BHIKANRAO DESHMUKH,Shiv Sena (Uddhav Balasaheb Thackeray),80826,1262,82088,37.04
382,29,BALAPUR,2,BALIRAM BHAGWAN SIRASKAR,Shiv Sena,60595,597,61192,27.61
383,29,BALAPUR,3,BHAGYASHRI BABARAW GAWAI,Bahujan Samaj Party,488,16,504,0.23
384,29,BALAPUR,4,MANGESH GAJANAN GADGE,Maharashtra Navnirman sena,664,13,677,0.31
385,29,BALAPUR,5,UMESH KISAN NANDANE,Bhartiya Jan Samrat Party,530,6,536,0.24
386,29,BALAPUR,6,S.N. KHATIB,Vanchit Bahujan  Aaghadi,69684,665,70349,31.74
387,29,BALAPUR,7,PRAMOD RAMESH KADAM,Bhartiya Asmita Party,306,2,308,0.14
388,29,BALAPUR,8,VISHWANATH ARJUN JAWARKAR (EX  ARMY SERVICEMAN),Rashtriya Samaj Paksha,142,2,144,0.06
389,29,BALAPUR,9,SURESH GYANUJI DONGRE,Peoples Party of India (Democratic),97,3,100,0.05
390,29,BALAPUR,10,ANIL SHANTARAM TEJA,Independent,120,0,120,0.05
391,29,BALAPUR,11,ANANTA NARAYAN PHATE,Independent,273,1,274,0.12
392,29,BALAPUR,12,ANDHARE KRUSHNA GOVINDRAO,Independent,1318,16,1334,0.6
393,29,BALAPUR,13,KALIM ZAFAR,Independent,181,2,183,0.08
394,29,BALAPUR,14,RAEES AHMAD SHAIKH NOORA,Independent,145,0,145,0.07
395,29,BALAPUR,15,RAMESH UBHE GURUJI,Independent,344,5,349,0.16
396,29,BALAPUR,16,RAJKUMAR RAMBHAU SHELKE,Independent,767,3,770,0.35
397,29,BALAPUR,17,RAJNARAYAN RATAN KAMBLE,Independent,944,3,947,0.43
398,29,BALAPUR,18,VINOD BABURAO SIRSAT,Independent,672,4,676,0.31
399,29,BALAPUR,19,SHRIKRISHNA RAMDAS GHYARE,Independent,99,0,99,0.04
400,29,BALAPUR,20,SUNIL KISANRAO SIRASAT,Independent,246,1,247,0.11
401,29,BALAPUR,21,NOTA,None of the Above,577,12,589,0.27
402,30,AKOLA WEST,1,AGRAWAL VIJAY KAMALKISHOR,Bharatiya Janata Party,86374,1061,87435,42.59
403,30,AKOLA WEST,2,DR DHANANJAY ALIAS BABA NALAT,Bahujan Samaj Party,458,12,470,0.23
404,30,AKOLA WEST,3,SAJID KHAN PATHAN,Indian National Congress,87854,864,88718,43.21
405,30,AKOLA WEST,4,ASHOK MADHUKAR OLAMBE,Prahar Janshakti Party,2047,80,2127,1.04
406,30,AKOLA WEST,5,DINESH SHAMBHUDAYAL SHRIVAS,Lokataantrik Janaadhaar Party,107,2,109,0.05
407,30,AKOLA WEST,6,PROF.SUMANTAI TIRPUDE,Peoples Party of India (Democratic),120,11,131,0.06
408,30,AKOLA WEST,7,MD.SOHAIL MD.HUSAIN,Social Democratic Party Of India,129,2,131,0.06
409,30,AKOLA WEST,8,PRASHANT ARUN MAGAR ALIAS PREM PATIL,Independent,86,1,87,0.04
410,30,AKOLA WEST,9,BANSILAL GULAHIRAM PRAJAPATI,Independent,67,0,67,0.03
411,30,AKOLA WEST,10,ADV. BHAGWAN ISHWAR DANDI,Independent,218,3,221,0.11
412,30,AKOLA WEST,11,RAJESH KRIPASHANKAR MISHRA,Independent,2607,46,2653,1.29
413,30,AKOLA WEST,12,SUNIL VASANTRAO SHIRSAT,Independent,424,6,430,0.21
414,30,AKOLA WEST,13,HARISH RATANLAL ALIMCHANDANI,Independent,21163,318,21481,10.46
415,30,AKOLA WEST,14,NOTA,None of the Above,1221,36,1257,0.61
416,31,AKOLA EAST,1,GOPAL ALIAS ASHISH RAMRAO DATKAR,Shiv Sena (Uddhav Balasaheb Thackeray),56956,1050,58006,26.14
417,31,AKOLA EAST,2,RANDHIR PRALHADRAO SAWARKAR,Bharatiya Janata Party,107267,1352,108619,48.96
418,31,AKOLA EAST,3,HARSHAL DEVANAND DAMODAR,Bahujan Samaj Party,668,16,684,0.31
419,31,AKOLA EAST,4,JIVAN PUNAJI GAWANDE,Peoples Party of India (Democratic),465,12,477,0.21
420,31,AKOLA EAST,5,DNYANESHWAR SHANKAR SULTANE,Vanchit Bahujan  Aaghadi,50107,574,50681,22.84
421,31,AKOLA EAST,6,AJABRAO RAMRAO TALE,Independent,429,0,429,0.19
422,31,AKOLA EAST,7,ADV. ATHAWALE SANJAY GOPALRAO,Independent,127,2,129,0.06
423,31,AKOLA EAST,8,GANESH GANGAGIR GIRI,Independent,253,4,257,0.12
424,31,AKOLA EAST,9,BHANUDAS CHOKHOBA KAMBLE,Independent,207,5,212,0.1
425,31,AKOLA EAST,10,RAHUL BHIMRAO TAYADE,Independent,321,5,326,0.15
426,31,AKOLA EAST,11,VIJAY SHRIKRUSHNA MALOKAR,Independent,531,9,540,0.24
427,31,AKOLA EAST,12,NOTA,None of the Above,1480,30,1510,0.68
428,32,MURTIZAPUR,1,BHIKAJI SHRAWAN AWCHAR,Maharashtra Navnirman sena,793,18,811,0.39
429,32,MURTIZAPUR,2,RAMESH VISHWANATH INGLE,Bahujan Samaj Party,403,10,413,0.2
430,32,MURTIZAPUR,3,SAMRAT DONGARDIVE,Nationalist Congress Party- Sharadchandra Pawar,55222,734,55956,26.8
431,32,MURTIZAPUR,4,HARISH MAROTIAPPA PIMPLE,Bharatiya Janata Party,91084,736,91820,43.98
432,32,MURTIZAPUR,5,KISHOR DNYANESHWAR TAYADE,Desh Janhit Party,741,4,745,0.36
433,32,MURTIZAPUR,6,SHRAVAN KUNDLIK KHANDARE,Peoples Party of India (Democratic),330,2,332,0.16
434,32,MURTIZAPUR,7,SACHIN DHANRAJ KOKANE,Republican Party of India (A),650,4,654,0.31
435,32,MURTIZAPUR,8,SUGAT GYANESHWAR WAGHMARE,Vanchit Bahujan  Aaghadi,49224,384,49608,23.76
436,32,MURTIZAPUR,9,SURWADE SAMRAT MANIKRAO,All India Majlis-E-Ittehadul Muslimeen,3171,30,3201,1.53
437,32,MURTIZAPUR,10,ANKITA RAJU SHINDE,Independent,225,4,229,0.11
438,32,MURTIZAPUR,11,INGOLE YASHVANT GOVIND,Independent,298,1,299,0.14
439,32,MURTIZAPUR,12,PROF. DR. DHANRAJ RAMCHANDRA KHIRADE,Independent,240,3,243,0.12
440,32,MURTIZAPUR,13,RAVI RAMESHCHANDRA RATHI,Independent,2738,26,2764,1.32
441,32,MURTIZAPUR,14,RAJASHRI HARISH KHADSE,Independent,452,1,453,0.22
442,32,MURTIZAPUR,15,SHAILESH RUPRAO WANKHADE,Independent,339,1,340,0.16
443,32,MURTIZAPUR,16,NOTA,None of the Above,876,10,886,0.42
444,33,RISOD,1,AMEET SUBHASHRAO ZANAK,Indian National Congress,75504,1305,76809,33.25
445,33,RISOD,2,BHAVANA PUNDLIKRAO GAWALI,Shiv Sena,60415,278,60693,26.28
446,33,RISOD,3,ADV.RAHUL DAMODHAR GAVAI,Bahujan Samaj Party,604,11,615,0.27
447,33,RISOD,4,GAJANAN DNYANBA LOKHANDE,Lokrajya Party,506,11,517,0.22
448,33,RISOD,5,DR.CHETANBHAI INGALE,Republican Sena,177,2,179,0.08
449,33,RISOD,6,DIPAK SHRIRAM TIRKE,Rashtriya Samaj Paksha,1729,9,1738,0.75
450,33,RISOD,7,PRASHANT SUDHIR GOLEY,Vanchit Bahujan  Aaghadi,15773,134,15907,6.89
451,33,RISOD,8,SANGITA DINESH CHAVHAN,Jan Janwadi Party,411,1,412,0.18
452,33,RISOD,9,ANANTRAO VITTHALRAO DESHMUKH,Independent,69711,962,70673,30.6
453,33,RISOD,10,NOOR ALI MAHBOB ALI SHAH,Independent,297,0,297,0.13
454,33,RISOD,11,RAMCHANDRA TUKARAMJI WANKHEDE,Independent,196,3,199,0.09
455,33,RISOD,12,VISHNUPANT KADUJI BHUTEKAR,Independent,1208,10,1218,0.53
456,33,RISOD,13,ADV.SANJAY SHIVRAM INGOLE,Independent,441,2,443,0.19
457,33,RISOD,14,NOTA,None of the Above,1257,14,1271,0.55
458,34,WASHIM,1,GAJANAN NIVRUTTI VAIRAGADE,Maharashtra Navnirman sena,1503,14,1517,0.62
459,34,WASHIM,2,SHYAM RAMCHARAN KHODE,Bharatiya Janata Party,121654,1260,122914,50.1
460,34,WASHIM,3,SIDDHARTH AKARAMJI DEOLE,Shiv Sena (Uddhav Balasaheb Thackeray),100973,2067,103040,42
461,34,WASHIM,4,SUWARNA SAGAR KOKAS (WANKHADE),Bahujan Samaj Party,771,9,780,0.32
462,34,WASHIM,5,UTTAM ONKAR INGOLE,Peoples Party of India (Democratic),315,0,315,0.13
463,34,WASHIM,6,JAGDISH LAXMAN MANWATKAR,Bahujan Bharat Party,235,1,236,0.1
464,34,WASHIM,7,MEGHA KIRAN DONGARE,Vanchit Bahujan  Aaghadi,9190,74,9264,3.78
465,34,WASHIM,8,VITTHAL EKNATH RAJGURU,Hindrashtra Sangh,266,3,269,0.11
466,34,WASHIM,9,AJAY GOPAL PARASE,Independent,187,0,187,0.08
467,34,WASHIM,10,AMBEDKAR RAJRATNA ASHOK,Independent,182,12,194,0.08
468,34,WASHIM,11,JYOTI RAMESH DABHADE,Independent,162,0,162,0.07
469,34,WASHIM,12,NAGESH KISANRAO GHOPE,Independent,774,9,783,0.32
470,34,WASHIM,13,PRAMOD UDDHAO HANWATE,Independent,230,2,232,0.09
471,34,WASHIM,14,MADAN ALIAS RAJABHAIYA RAMET PAWAR,Independent,748,14,762,0.31
472,34,WASHIM,15,MANOJ MOTIRAM KHADSE,Independent,531,2,533,0.22
473,34,WASHIM,16,RATNAMALA SUDAM INGOLE,Independent,552,1,553,0.23
474,34,WASHIM,17,VINOD PANJABRAV NANDAGAVALI,Independent,195,0,195,0.08
475,34,WASHIM,18,SHASHIKANT YASHWANT PENDHARKAR,Independent,651,6,657,0.27
476,34,WASHIM,19,SUBHASH KHANDU PATTEBAHADUR,Independent,1183,1,1184,0.48
477,34,WASHIM,20,SURESH SHANKAR MORE,Independent,542,1,543,0.22
478,34,WASHIM,21,SANJAY SAKHARAM DHALE,Independent,247,1,248,0.1
479,34,WASHIM,22,SANJU ADHAR WADE,Independent,252,4,256,0.1
480,34,WASHIM,23,NOTA,None of the Above,489,18,507,0.21
481,35,KARANJA,1,PATNI GYAYAK RAJENDRA,Nationalist Congress Party- Sharadchandra Pawar,49147,785,49932,23.87
482,35,KARANJA,2,PRAKASH KASHIRAM ATHAVALE,Bahujan Samaj Party,525,11,536,0.26
483,35,KARANJA,3,SAI PRAKASH DAHAKE,Bharatiya Janata Party,84241,764,85005,40.64
484,35,KARANJA,4,KISHOR VITTHAL PAWAR,Peoples Party of India (Democratic),812,0,812,0.39
485,35,KARANJA,5,DHABEKAR SUNIL KESHEORAO,Vanchit Bahujan  Aaghadi,24116,296,24412,11.67
486,35,KARANJA,6,PRADIPKUMAR GULABSING CHAVHAN,Janhit Lokshahi Party,452,3,455,0.22
487,35,KARANJA,7,BAPUSAHEB KRUPAJI SABALE,Peasants And Workers Party of India,203,3,206,0.1
488,35,KARANJA,8,MANISH RANJAN PAWAR,Bhartiya Jan Samrat Party,369,2,371,0.18
489,35,KARANJA,9,MOHAMMAD YUSUF MOHAMMAD SHAFI PUNJANI,All India Majlis-E-Ittehadul Muslimeen,30844,198,31042,14.84
490,35,KARANJA,10,YAYATI MANOHARRAO NAIK,Samnak Janta Party,7822,140,7962,3.81
491,35,KARANJA,11,SAWAKE RAMKRUSHN PUNDALIKRAO,Bharatiya Yuva Jan Ekta Party,180,1,181,0.09
492,35,KARANJA,12,SANTOSH HARIBHAU DURGE,Rashtriya Samaj Paksha,147,1,148,0.07
493,35,KARANJA,13,AMADABADKAR GAJANAN KASHINATH,Independent,176,1,177,0.08
494,35,KARANJA,14,GAJANAN RAMAJI PAWAR,Independent,635,0,635,0.3
495,35,KARANJA,15,DEVSARI UTTAM CHAVHAN,Independent,210,2,212,0.1
496,35,KARANJA,16,NILESH PRALHAD RATHOD,Independent,1170,3,1173,0.56
497,35,KARANJA,17,PUKHRAJ GHANSHAM GHANMODE,Independent,822,2,824,0.39
498,35,KARANJA,18,PRAKASH RAMRAO INGALE,Independent,206,1,207,0.1
499,35,KARANJA,19,PRAMOD SHREERAM THAKARE,Independent,716,1,717,0.34
500,35,KARANJA,20,RAMESH PANDURANG NAKHALE,Independent,374,1,375,0.18
501,35,KARANJA,21,RAJKUMAR NARAYAN BHUJADLE,Independent,825,0,825,0.39
502,35,KARANJA,22,RAMKRUSHNA RAMESHWAR DHAYE,Independent,184,1,185,0.09
503,35,KARANJA,23,DR. VARSHA GOPINATH RATHOD,Independent,1082,5,1087,0.52
504,35,KARANJA,24,VIJAY BAJIRAO WANKHADE,Independent,143,1,144,0.07
505,35,KARANJA,25,VINOD PANJABRAO NANDAGAWALI,Independent,233,0,233,0.11
506,35,KARANJA,26,SIDDHARTH VISHWANATH DEWARE,Independent,324,3,327,0.16
507,35,KARANJA,27,HANSRAJ SHRAWAN SHENDE,Independent,218,0,218,0.1
508,35,KARANJA,28,NOTA,None of the Above,731,22,753,0.36
509,36,DHAMANGAON RAILWAY,1,ADSAD PRATAP ARUNBHAU,Bharatiya Janata Party,109904,737,110641,49.54
510,36,DHAMANGAON RAILWAY,2,JAGTAP VIRENDRA WALMIKRAO,Indian National Congress,93657,756,94413,42.27
511,36,DHAMANGAON RAILWAY,3,YOGENDRA EKNATH PATIL,Bahujan Samaj Party,1316,10,1326,0.59
512,36,DHAMANGAON RAILWAY,4,ANIL BHAURAO KAMBALE,Naki Bharatiya Ekta Party,171,0,171,0.08
513,36,DHAMANGAON RAILWAY,5,AKSHAY KUMAR,Ambedkarist Republican Party,159,0,159,0.07
514,36,DHAMANGAON RAILWAY,6,GAURAV KIRAN RAHATE,Republican Party of India (A),78,0,78,0.03
515,36,DHAMANGAON RAILWAY,7,DEEPAK PUNDLIK AKODE,Jai Hind Jai Bharat Rashtriya Party,87,1,88,0.04
516,36,DHAMANGAON RAILWAY,8,NILAM DEVIDASJI RANGARKAR,Desh Janhit Party,117,1,118,0.05
517,36,DHAMANGAON RAILWAY,9,DR. NILESH TARACHAND VISHVKARMA,Vanchit Bahujan  Aaghadi,9697,87,9784,4.38
518,36,DHAMANGAON RAILWAY,10,PRAVIN NILKANTH HENDVE,Prahar Janshakti Party,1146,9,1155,0.52
519,36,DHAMANGAON RAILWAY,11,FIROZ KHA PATHAN,All India Majlis-E-Inquilab-E-Millat,114,0,114,0.05
520,36,DHAMANGAON RAILWAY,12,VIKI DAYARAM MUNDE,Jan Janwadi Party,84,0,84,0.04
521,36,DHAMANGAON RAILWAY,13,VIJAY RAMESHARAO KHOBRAGADE,Rashtriya Gondvana Party,142,0,142,0.06
522,36,DHAMANGAON RAILWAY,14,SUNITA VIJAY RAIBOLE,Peoples Party of India (Democratic),138,2,140,0.06
523,36,DHAMANGAON RAILWAY,15,HARSHWARDHAN BALIRAM KHOBRAGADE,Bahujan Maha Party,402,2,404,0.18
524,36,DHAMANGAON RAILWAY,16,ABHILASHA CHANDRASHEKHAR GAJBHIYE,Independent,722,0,722,0.32
525,36,DHAMANGAON RAILWAY,17,AMOL PRABHAKAR BIRE,Independent,1031,1,1032,0.46
526,36,DHAMANGAON RAILWAY,18,GAJANAN DNYANESHWAR CHANDURKAR,Independent,606,1,607,0.27
527,36,DHAMANGAON RAILWAY,19,BHOLE ANIL UDDHAVRAO,Independent,177,0,177,0.08
528,36,DHAMANGAON RAILWAY,20,RAJESH BABARAO BHOYAR,Independent,170,0,170,0.08
529,36,DHAMANGAON RAILWAY,21,RAMTEKE VIJAY SHANKER,Independent,148,0,148,0.07
530,36,DHAMANGAON RAILWAY,22,VIJAY SHAMRAO SHENDE,Independent,137,0,137,0.06
531,36,DHAMANGAON RAILWAY,23,SANDEEP KRUSHNARAO WATH,Independent,564,3,567,0.25
532,36,DHAMANGAON RAILWAY,24,SWAPNIL JAYKUMAR KHADASE,Independent,197,1,198,0.09
533,36,DHAMANGAON RAILWAY,25,NOTA,None of the Above,755,13,768,0.34
534,37,BADNERA,1,KHARATE SUNIL BALDEORAO,Shiv Sena (Uddhav Balasaheb Thackeray),6744,377,7121,3.35
535,37,BADNERA,2,RAMESH PANDURANG NAGDIVE,Bahujan Samaj Party,3415,87,3502,1.65
536,37,BADNERA,3,TIRPUDE UTTAM KISANRAO,Peoples Party of India (Democratic),396,4,400,0.19
537,37,BADNERA,4,RAVI GANGADHAR RANA,Rashtriya Yuva Swabhiman Party,126496,1304,127800,60.14
538,37,BADNERA,5,RAHUL LAXMANRAO MOHOD,Bharatiya Yuva Jan Ekta Party,570,4,574,0.27
